grid_id,final_score_citywide,score_source,driver_place,geometry
5*3*0*4*,5.110062650072877,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.9903121238499 37.579506627800534, 126.99031206547907 37.57995712475894, 126.9897460132504 37.579957076946386, 126.98974607503177 37.57950657998874, 126.9903121238499 37.579506627800534))"
5*2*2*7*,5.1010613,BASE_ONLY,,"POLYGON ((126.96794773423795 37.60911847000094, 126.96794754091216 37.609568964629226, 126.96738126441956 37.609568809470844, 126.96738146116085 37.60911831484506, 126.96794773423795 37.60911847000094))"
5*4*3*8*,5.0964200464000005,PLACE_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.99033857160404 37.60768957834134, 126.99033851333338 37.60814007314322, 126.98977224759166 37.60814002542672, 126.98977230927763 37.607689530625606, 126.99033857160404 37.60768957834134))"
5*5*5*9*,5.080182186189279,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.9655711575312 37.57750344255463, 126.96557095010743 37.57795393959121, 126.9650049131395 37.57795377314806, 126.96500512397343 37.57750327611417, 126.9655711575312 37.57750344255463))"
5*6*9*7*,5.079493,BASE_ONLY,,"POLYGON ((126.98237468643185 37.61018535535398, 126.98237458011927 37.610635849949915, 126.98180829547456 37.61063576401582, 126.98180840520283 37.61018526942127, 126.98237468643185 37.61018535535398))"
5*6*1*5*,5.065985,BASE_ONLY,,"POLYGON ((126.95374081565947 37.61422700411506, 126.95374053659216 37.61467749827582, 126.95317422145993 37.61467727492114, 126.95317450394364 37.61422678076399, 126.95374081565947 37.61422700411506))"
5*1*9*2*,5.047365,BASE_ONLY,,"POLYGON ((126.97478692394847 37.62134975413137, 126.97478677180673 37.621800247850466, 126.97422040251654 37.62180012547542, 126.97422055807586 37.621349631758314, 126.97478692394847 37.62134975413137))"
5*3*3*1*,5.0382295,BASE_ONLY,,"POLYGON ((127.00700012376412 37.60959224616937, 127.00700016598664 37.61004274082869, 127.00643388581466 37.61004277305986, 127.00643384700774 37.609592278400015, 127.00700012376412 37.60959224616937))"
5*8*0*1*,5.0118165,BASE_ONLY,,"POLYGON ((126.97755191756166 37.621680950817094, 126.97755178210295 37.62213144451991, 126.97698541028852 37.622131335415254, 126.97698554916491 37.6216808417142, 126.97755191756166 37.621680950817094))"
5*3*6*3*,5.0067887,BASE_ONLY,,"POLYGON ((126.96247921133552 37.619496698298974, 126.96247898494121 37.619947192106785, 126.96191262977598 37.61994701066569, 126.96191285958754 37.61949651686082, 126.96247921133552 37.619496698298974))"
5*1*0*6*,4.997520257255651,HYBRID_PROPAGATED,Bukchon Hanok Village,"POLYGON ((126.99658691831876 37.56862871672679, 126.9965868977625 37.56907921452309, 126.99602092785719 37.56907919680402, 126.99602095182213 37.56862869900801, 126.99658691831876 37.56862871672679))"
5*5*4*4*,4.991654,BASE_ONLY,,"POLYGON ((126.97693124460207 37.62222715537706, 126.97693110539528 37.622677649036135, 126.97636472943952 37.62267753695101, 126.97636487206404 37.62222704329375, 126.97693124460207 37.62222715537706))"
