place_id,place_code,place_name,api_query,category,grid_id,weight,mapping_source,review_status,grid_lon_wgs84,grid_lat_wgs84,place_centroid_lon,place_centroid_lat
POI067,POI067,서촌,POI067,발달상권,5*4*8*5*,0.015396044735720621,SPATIAL_JOIN,SPATIAL_MATCHED,126.9680195712271,37.58240680391471,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*5*9*2*,0.0008673016896833716,SPATIAL_JOIN,SPATIAL_MATCHED,126.97279519776981,37.5814304479054,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*7*4*2*,0.0013971274230888842,SPATIAL_JOIN,SPATIAL_MATCHED,126.96449766947558,37.580967860842264,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*7*6*0*,0.762533258082722,SPATIAL_JOIN,SPATIAL_MATCHED,126.97158579695162,37.57832477912552,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*7*8*7*,0.036306884279149056,SPATIAL_JOIN,SPATIAL_MATCHED,126.9640702585464,37.580570278484664,126.9690145,37.580155500000004
POI067,POI067,서촌,POI067,발달상권,5*8*2*8*,0.047692378572004465,SPATIAL_JOIN,SPATIAL_MATCHED,126.96949131219166,37.58388805318077,126.9690145,37.580155500000004
POI078,POI078,인사동,POI078,발달상권,5*4*6*0*,0.5761602028692522,SPATIAL_JOIN,SPATIAL_MATCHED,126.98391326278231,37.57025219705557,126.986804,37.5738
POI078,POI078,인사동,POI078,발달상권,5*5*5*8*,0.42028426521962725,SPATIAL_JOIN,SPATIAL_MATCHED,126.9835870444652,37.57553288635113,126.986804,37.5738
POI078,POI078,인사동,POI078,발달상권,5*6*9*3*,0.0035555319111205685,SPATIAL_JOIN,SPATIAL_MATCHED,126.98446014655838,37.57511166004884,126.986804,37.5738
POI088,POI088,광화문광장,POI088,공원,5*0*9*3*,0.9281512897017927,SPATIAL_JOIN,SPATIAL_MATCHED,126.97645821356153,37.575100759562794,126.976763,37.5732535
POI088,POI088,광화문광장,POI088,공원,5*6*3*3*,0.005580506665431283,SPATIAL_JOIN,SPATIAL_MATCHED,126.97595958500193,37.57180811731855,126.976763,37.5732535
POI088,POI088,광화문광장,POI088,공원,5*7*8*9*,0.06626820363277584,SPATIAL_JOIN,SPATIAL_MATCHED,126.97675406775936,37.572728367838174,126.976763,37.5732535
POI116,POI116,익선동,POI116,발달상권,5*5*1*2*,1.0,SPATIAL_JOIN,SPATIAL_MATCHED,126.99093897999387,37.5742449160775,126.98969500000001,37.5729295
POI124,POI124,서대문독립공원,POI124,공원,5*1*3*9*,0.05834699028943328,SPATIAL_JOIN,SPATIAL_MATCHED,126.95710788932294,37.572924371689965,126.95691350000001,37.574198499999994
POI124,POI124,서대문독립공원,POI124,공원,5*9*7*1*,0.9416530097105668,SPATIAL_JOIN,SPATIAL_MATCHED,126.9581008805111,37.5737873612284,126.95691350000001,37.574198499999994
POI129,POI129,송현녹지광장,POI129,공원,5*2*6*8*,0.052801205639633586,SPATIAL_JOIN,SPATIAL_MATCHED,126.98137672341623,37.57815398331624,126.98443326712648,37.57782435037084
POI129,POI129,송현녹지광장,POI129,공원,5*5*3*5*,0.33082461030059285,SPATIAL_JOIN,SPATIAL_MATCHED,126.98342991167705,37.57761763054699,126.98443326712648,37.57782435037084
POI129,POI129,송현녹지광장,POI129,공원,5*7*9*7*,0.6163741840597735,SPATIAL_JOIN,SPATIAL_MATCHED,126.98134960756177,37.57778030694258,126.98443326712648,37.57782435037084
POI130,POI130,시의회 앞,POI130,인구밀집지역,5*2*9*4*,1.0,SPATIAL_JOIN,SPATIAL_MATCHED,126.97641821220539,37.56836289386198,126.9769358726127,37.56703650785993
